Day,TotalMinutesWearTime,PercentageWearTime
11/26/2019,0,0
11/27/2019,0,0
11/28/2019,0,0
11/29/2019,0,0
11/30/2019,0,0
12/1/2019,0,0
12/2/2019,0,0
12/3/2019,0,0
12/4/2019,0,0
12/5/2019,0,0
12/6/2019,0,0
12/7/2019,0,0
12/8/2019,0,0
12/9/2019,0,0
12/10/2019,0,0
12/11/2019,0,0
12/12/2019,0,0
12/13/2019,0,0
12/14/2019,0,0
12/15/2019,0,0
12/16/2019,0,0
12/17/2019,0,0
12/18/2019,0,0
12/19/2019,0,0
12/20/2019,0,0
12/21/2019,0,0
12/22/2019,0,0
12/23/2019,0,0
12/24/2019,0,0
12/25/2019,0,0
12/26/2019,0,0
12/27/2019,0,0
12/28/2019,0,0
12/29/2019,0,0
12/30/2019,0,0
12/31/2019,0,0
1/1/2020,0,0
1/2/2020,0,0
1/3/2020,0,0
1/4/2020,0,0
1/5/2020,0,0
1/6/2020,0,0
1/7/2020,0,0
1/8/2020,0,0
1/9/2020,0,0
1/10/2020,0,0
1/11/2020,0,0
1/12/2020,0,0
1/13/2020,0,0
1/14/2020,0,0
1/15/2020,0,0
1/16/2020,0,0
1/17/2020,0,0
1/18/2020,0,0
1/19/2020,0,0
1/20/2020,0,0
1/21/2020,0,0
1/22/2020,0,0
1/23/2020,0,0
1/24/2020,0,0
1/25/2020,0,0
1/26/2020,0,0
1/27/2020,0,0
1/28/2020,0,0
1/29/2020,0,0
1/30/2020,0,0
1/31/2020,0,0
2/1/2020,0,0
2/2/2020,0,0
2/3/2020,0,0
2/4/2020,0,0
2/5/2020,0,0
2/6/2020,0,0
2/7/2020,0,0
2/8/2020,0,0
2/9/2020,0,0
2/10/2020,0,0
2/11/2020,0,0
2/12/2020,0,0
2/13/2020,0,0
2/14/2020,0,0
2/15/2020,0,0
2/16/2020,0,0
2/17/2020,0,0
2/18/2020,0,0
2/19/2020,0,0
2/20/2020,0,0
2/21/2020,0,0
2/22/2020,0,0
2/23/2020,0,0
2/24/2020,0,0
2/25/2020,0,0
2/26/2020,0,0
2/27/2020,0,0
2/28/2020,0,0
2/29/2020,0,0
3/1/2020,0,0
3/2/2020,0,0
3/3/2020,0,0
3/4/2020,0,0
3/5/2020,0,0
3/6/2020,0,0
3/7/2020,0,0
3/8/2020,0,0
3/9/2020,0,0
3/10/2020,0,0
3/11/2020,0,0
3/12/2020,0,0
3/13/2020,0,0
3/14/2020,0,0
3/15/2020,0,0
3/16/2020,0,0
3/17/2020,0,0
3/18/2020,0,0
3/19/2020,0,0
3/20/2020,0,0
3/21/2020,0,0
3/22/2020,0,0
3/23/2020,0,0
3/24/2020,0,0
3/25/2020,0,0
3/26/2020,0,0
3/27/2020,0,0
3/28/2020,0,0
3/29/2020,0,0
3/30/2020,0,0
3/31/2020,0,0
4/1/2020,0,0
4/2/2020,0,0
4/3/2020,0,0
4/4/2020,0,0
4/5/2020,0,0
4/6/2020,0,0
4/7/2020,0,0
4/8/2020,0,0
4/9/2020,0,0
4/10/2020,0,0
4/11/2020,0,0
4/12/2020,0,0
4/13/2020,0,0
4/14/2020,0,0
4/15/2020,0,0
4/16/2020,0,0
4/17/2020,0,0
4/18/2020,0,0
4/19/2020,0,0
4/20/2020,0,0
4/21/2020,0,0
4/22/2020,0,0
4/23/2020,0,0
4/24/2020,0,0
4/25/2020,0,0
4/26/2020,0,0
4/27/2020,0,0
4/28/2020,0,0
4/29/2020,0,0
4/30/2020,0,0
5/1/2020,0,0
5/2/2020,0,0
5/3/2020,0,0
5/4/2020,0,0
5/5/2020,0,0
5/6/2020,0,0
5/7/2020,0,0
5/8/2020,0,0
5/9/2020,0,0
5/10/2020,0,0
5/11/2020,0,0
5/12/2020,0,0
5/13/2020,0,0
5/14/2020,0,0
5/15/2020,0,0
5/16/2020,0,0
5/17/2020,0,0
5/18/2020,0,0
5/19/2020,0,0
5/20/2020,0,0
5/21/2020,0,0
5/22/2020,0,0
5/23/2020,0,0
5/24/2020,0,0
5/25/2020,0,0
5/26/2020,0,0
5/27/2020,0,0
5/28/2020,0,0
5/29/2020,0,0
5/30/2020,0,0
5/31/2020,0,0
6/1/2020,0,0
6/2/2020,0,0
6/3/2020,0,0
6/4/2020,0,0
6/5/2020,0,0
6/6/2020,0,0
6/7/2020,0,0
6/8/2020,0,0
6/9/2020,0,0
6/10/2020,0,0
6/11/2020,0,0
6/12/2020,0,0
6/13/2020,0,0
6/14/2020,0,0
6/15/2020,0,0
6/16/2020,0,0
6/17/2020,0,0
6/18/2020,0,0
6/19/2020,0,0
6/20/2020,0,0
6/21/2020,0,0
6/22/2020,0,0
6/23/2020,0,0
6/24/2020,0,0
6/25/2020,0,0
6/26/2020,0,0
6/27/2020,0,0
6/28/2020,0,0
6/29/2020,0,0
6/30/2020,0,0
7/1/2020,0,0
7/2/2020,0,0
7/3/2020,0,0
7/4/2020,0,0
7/5/2020,0,0
7/6/2020,0,0
7/7/2020,0,0
7/8/2020,0,0
7/9/2020,0,0
7/10/2020,0,0
7/11/2020,0,0
7/12/2020,0,0
7/13/2020,0,0
7/14/2020,0,0
7/15/2020,0,0
7/16/2020,0,0
7/17/2020,0,0
7/18/2020,0,0
7/19/2020,0,0
7/20/2020,0,0
7/21/2020,0,0
7/22/2020,0,0
7/23/2020,0,0
7/24/2020,0,0
7/25/2020,0,0
7/26/2020,0,0
7/27/2020,0,0
7/28/2020,0,0
7/29/2020,0,0
7/30/2020,0,0
7/31/2020,0,0
8/1/2020,0,0
8/2/2020,0,0
8/3/2020,0,0
8/4/2020,0,0
8/5/2020,0,0
8/6/2020,0,0
8/7/2020,0,0
8/8/2020,0,0
8/9/2020,0,0
8/10/2020,0,0
8/11/2020,0,0
8/12/2020,0,0
8/13/2020,0,0
8/14/2020,0,0
8/15/2020,0,0
8/16/2020,0,0
8/17/2020,0,0
8/18/2020,0,0
8/19/2020,0,0
8/20/2020,0,0
8/21/2020,0,0
8/22/2020,0,0
8/23/2020,0,0
8/24/2020,0,0
8/25/2020,0,0
8/26/2020,0,0
8/27/2020,0,0
8/28/2020,0,0
8/29/2020,0,0
8/30/2020,0,0
8/31/2020,0,0
9/1/2020,0,0
9/2/2020,0,0
9/3/2020,0,0
9/4/2020,0,0
9/5/2020,0,0
9/6/2020,0,0
9/7/2020,0,0
9/8/2020,0,0
9/9/2020,0,0
9/10/2020,0,0
9/11/2020,0,0
9/12/2020,0,0
9/13/2020,0,0
9/14/2020,0,0
9/15/2020,0,0
9/16/2020,0,0
9/17/2020,0,0
9/18/2020,0,0
9/19/2020,0,0
9/20/2020,0,0
9/21/2020,0,0
9/22/2020,0,0
9/23/2020,0,0
9/24/2020,0,0
9/25/2020,0,0
9/26/2020,0,0
9/27/2020,0,0
9/28/2020,0,0
9/29/2020,0,0
9/30/2020,0,0
10/1/2020,0,0
10/2/2020,0,0
10/3/2020,0,0
10/4/2020,0,0
10/5/2020,0,0
10/6/2020,0,0
10/7/2020,0,0
10/8/2020,0,0
10/9/2020,0,0
10/10/2020,0,0
10/11/2020,0,0
10/12/2020,0,0
10/13/2020,0,0
10/14/2020,0,0
10/15/2020,0,0
10/16/2020,0,0
10/17/2020,0,0
10/18/2020,0,0
10/19/2020,0,0
10/20/2020,0,0
10/21/2020,0,0
10/22/2020,0,0
10/23/2020,0,0
10/24/2020,0,0
10/25/2020,0,0
10/26/2020,0,0
10/27/2020,0,0
10/28/2020,0,0
10/29/2020,0,0
10/30/2020,0,0
10/31/2020,0,0
11/1/2020,0,0
11/2/2020,0,0
11/3/2020,0,0
11/4/2020,0,0
11/5/2020,0,0
11/6/2020,0,0
11/7/2020,0,0
11/8/2020,0,0
11/9/2020,0,0
11/10/2020,0,0
11/11/2020,0,0
11/12/2020,0,0
11/13/2020,0,0
11/14/2020,0,0
11/15/2020,0,0
11/16/2020,0,0
11/17/2020,0,0
11/18/2020,0,0
11/19/2020,0,0
11/20/2020,0,0
11/21/2020,0,0
11/22/2020,0,0
11/23/2020,0,0
11/24/2020,0,0
11/25/2020,0,0
11/26/2020,0,0
11/27/2020,0,0
11/28/2020,0,0
11/29/2020,0,0
11/30/2020,0,0
12/1/2020,0,0
12/2/2020,0,0
12/3/2020,0,0
12/4/2020,0,0
12/5/2020,0,0
12/6/2020,0,0
12/7/2020,0,0
12/8/2020,0,0
12/9/2020,0,0
12/10/2020,0,0
12/11/2020,0,0
12/12/2020,0,0
12/13/2020,0,0
12/14/2020,0,0
12/15/2020,0,0
12/16/2020,0,0
12/17/2020,0,0
12/18/2020,0,0
12/19/2020,0,0
12/20/2020,0,0
12/21/2020,0,0
12/22/2020,0,0
12/23/2020,0,0
12/24/2020,0,0
12/25/2020,0,0
12/26/2020,0,0
12/27/2020,0,0
12/28/2020,0,0
12/29/2020,0,0
12/30/2020,0,0
12/31/2020,0,0
1/1/2021,0,0
1/2/2021,0,0
1/3/2021,0,0
1/4/2021,0,0
1/5/2021,0,0
1/6/2021,0,0
1/7/2021,0,0
1/8/2021,0,0
1/9/2021,0,0
1/10/2021,0,0
1/11/2021,0,0
1/12/2021,0,0
1/13/2021,0,0
1/14/2021,0,0
1/15/2021,0,0
1/16/2021,0,0
1/17/2021,0,0
1/18/2021,0,0
1/19/2021,0,0
1/20/2021,0,0
1/21/2021,0,0
1/22/2021,0,0
1/23/2021,0,0
1/24/2021,0,0
1/25/2021,0,0
1/26/2021,0,0
1/27/2021,0,0
1/28/2021,0,0
1/29/2021,0,0
1/30/2021,0,0
1/31/2021,0,0
2/1/2021,0,0
2/2/2021,0,0
2/3/2021,0,0
2/4/2021,0,0
2/5/2021,0,0
2/6/2021,0,0
2/7/2021,0,0
2/8/2021,0,0
2/9/2021,0,0
2/10/2021,0,0
2/11/2021,0,0
2/12/2021,0,0
2/13/2021,0,0
2/14/2021,0,0
2/15/2021,0,0
2/16/2021,0,0
2/17/2021,0,0
2/18/2021,0,0
2/19/2021,0,0
2/20/2021,0,0
2/21/2021,0,0
2/22/2021,0,0
2/23/2021,0,0
2/24/2021,0,0
2/25/2021,0,0
2/26/2021,0,0
2/27/2021,0,0
2/28/2021,0,0
3/1/2021,0,0
3/2/2021,0,0
3/3/2021,0,0
3/4/2021,0,0
3/5/2021,0,0
3/6/2021,0,0
3/7/2021,0,0
3/8/2021,0,0
3/9/2021,0,0
3/10/2021,0,0
3/11/2021,0,0
3/12/2021,0,0
3/13/2021,0,0
3/14/2021,0,0
3/15/2021,0,0
3/16/2021,0,0
3/17/2021,0,0
3/18/2021,0,0
3/19/2021,0,0
3/20/2021,0,0
3/21/2021,0,0
3/22/2021,0,0
3/23/2021,0,0
3/24/2021,0,0
3/25/2021,0,0
3/26/2021,0,0
3/27/2021,0,0
3/28/2021,0,0
3/29/2021,0,0
3/30/2021,0,0
3/31/2021,0,0
4/1/2021,0,0
4/2/2021,0,0
4/3/2021,0,0
4/4/2021,0,0
4/5/2021,0,0
4/6/2021,0,0
4/7/2021,0,0
4/8/2021,0,0
4/9/2021,0,0
4/10/2021,0,0
4/11/2021,0,0
4/12/2021,0,0
4/13/2021,0,0
4/14/2021,0,0
4/15/2021,0,0
4/16/2021,0,0
4/17/2021,0,0
4/18/2021,0,0
4/19/2021,0,0
4/20/2021,0,0
4/21/2021,0,0
4/22/2021,0,0
4/23/2021,0,0
4/24/2021,0,0
4/25/2021,0,0
4/26/2021,0,0
4/27/2021,0,0
4/28/2021,0,0
4/29/2021,0,0
4/30/2021,0,0
5/1/2021,0,0
5/2/2021,0,0
5/3/2021,0,0
5/4/2021,0,0
5/5/2021,0,0
5/6/2021,0,0
5/7/2021,0,0
5/8/2021,0,0
5/9/2021,0,0
5/10/2021,0,0
5/11/2021,0,0
5/12/2021,0,0
5/13/2021,39,2.7083333333333335
5/14/2021,600,41.66666666666667
5/15/2021,1304,90.55555555555556
5/16/2021,511,35.486111111111114
5/17/2021,1413,98.125
5/18/2021,1440,100
5/19/2021,1439,99.93055555555556
5/20/2021,1316,91.38888888888889
5/21/2021,1422,98.75
5/22/2021,1440,100
5/23/2021,1440,100
5/24/2021,1295,89.93055555555556
5/25/2021,1419,98.54166666666667
5/26/2021,1418,98.47222222222223
5/27/2021,1287,89.375
5/28/2021,1350,93.75
5/29/2021,1243,86.31944444444444
5/30/2021,1440,100
5/31/2021,1334,92.63888888888889
6/1/2021,1308,90.83333333333333
6/2/2021,1299,90.20833333333333
6/3/2021,1295,89.93055555555556
6/4/2021,1422,98.75
6/5/2021,1393,96.73611111111111
6/6/2021,1320,91.66666666666666
6/7/2021,851,59.09722222222222
6/8/2021,1425,98.95833333333334
6/9/2021,1436,99.72222222222223
6/10/2021,1421,98.68055555555556
6/11/2021,1373,95.34722222222223
6/12/2021,1262,87.63888888888889
6/13/2021,1329,92.29166666666667
6/14/2021,1404,97.5
6/15/2021,1402,97.36111111111111
6/16/2021,1292,89.72222222222223
6/17/2021,1339,92.98611111111111
6/18/2021,1377,95.625
6/19/2021,1018,70.69444444444444
6/20/2021,1299,90.20833333333333
6/21/2021,1396,96.94444444444444
6/22/2021,1383,96.04166666666667
6/23/2021,1128,78.33333333333333
6/24/2021,1390,96.52777777777779
6/25/2021,1361,94.51388888888889
6/26/2021,1320,91.66666666666666
6/27/2021,1355,94.09722222222221
6/28/2021,1437,99.79166666666667
6/29/2021,1440,100
6/30/2021,1405,97.56944444444444
7/1/2021,1349,93.68055555555556
7/2/2021,748,51.94444444444445
7/3/2021,1415,98.26388888888889
7/4/2021,1288,89.44444444444444
7/5/2021,1074,74.58333333333333
7/6/2021,1385,96.18055555555556
7/7/2021,1397,97.01388888888889
7/8/2021,1440,100
7/9/2021,1398,97.08333333333333
7/10/2021,1370,95.13888888888889
7/11/2021,823,57.15277777777777
7/12/2021,1436,99.72222222222223
7/13/2021,1267,87.98611111111111
7/14/2021,1358,94.30555555555556
7/15/2021,1428,99.16666666666667
7/16/2021,1369,95.06944444444444
7/17/2021,1335,92.70833333333334
7/18/2021,1399,97.15277777777777
7/19/2021,1432,99.44444444444444
7/20/2021,1437,99.79166666666667
7/21/2021,934,64.86111111111111
7/22/2021,864,60
7/23/2021,1439,99.93055555555556
7/24/2021,1440,100
7/25/2021,1407,97.70833333333333
7/26/2021,1274,88.47222222222221
7/27/2021,1400,97.22222222222221
7/28/2021,1366,94.86111111111111
7/29/2021,1377,95.625
7/30/2021,1328,92.22222222222223
7/31/2021,910,63.19444444444444
8/1/2021,1386,96.25
8/2/2021,1440,100
8/3/2021,1384,96.11111111111111
8/4/2021,1389,96.45833333333333
8/5/2021,1390,96.52777777777779
8/6/2021,1257,87.29166666666667
8/7/2021,1054,73.19444444444444
8/8/2021,1409,97.84722222222221
8/9/2021,1439,99.93055555555556
8/10/2021,1396,96.94444444444444
8/11/2021,1398,97.08333333333333
8/12/2021,1393,96.73611111111111
8/13/2021,1393,96.73611111111111
8/14/2021,1432,99.44444444444444
8/15/2021,1336,92.77777777777779
8/16/2021,1440,100
8/17/2021,1439,99.93055555555556
8/18/2021,384,26.666666666666668
8/19/2021,1362,94.58333333333333
8/20/2021,1440,100
8/21/2021,1355,94.09722222222221
8/22/2021,910,63.19444444444444
8/23/2021,1237,85.90277777777777
8/24/2021,735,51.041666666666664
8/25/2021,1343,93.26388888888889
8/26/2021,900,62.5
8/27/2021,1411,97.98611111111111
8/28/2021,1438,99.86111111111111
8/29/2021,1438,99.86111111111111
8/30/2021,1408,97.77777777777777
8/31/2021,1345,93.40277777777779
9/1/2021,1402,97.36111111111111
9/2/2021,1338,92.91666666666667
9/3/2021,1398,97.08333333333333
9/4/2021,1407,97.70833333333333
9/5/2021,1313,91.18055555555556
9/6/2021,926,64.30555555555556
9/7/2021,1363,94.65277777777777
9/8/2021,1408,97.77777777777777
9/9/2021,1413,98.125
9/10/2021,1339,92.98611111111111
9/11/2021,1391,96.59722222222223
9/12/2021,1402,97.36111111111111
9/13/2021,1440,100
9/14/2021,1437,99.79166666666667
9/15/2021,1400,97.22222222222221
9/16/2021,1407,97.70833333333333
9/17/2021,1345,93.40277777777779
9/18/2021,1333,92.56944444444444
9/19/2021,1440,100
9/20/2021,1439,99.93055555555556
9/21/2021,1319,91.59722222222221
9/22/2021,1414,98.19444444444444
9/23/2021,1384,96.11111111111111
9/24/2021,1309,90.90277777777777
9/25/2021,1392,96.66666666666667
9/26/2021,1438,99.86111111111111
9/27/2021,1437,99.79166666666667
9/28/2021,1438,99.86111111111111
9/29/2021,1418,98.47222222222223
9/30/2021,1397,97.01388888888889
10/1/2021,1412,98.05555555555556
10/2/2021,1439,99.93055555555556
10/3/2021,1165,80.90277777777779
10/4/2021,1393,96.73611111111111
10/5/2021,1440,100
10/6/2021,1435,99.65277777777779
10/7/2021,1040,72.22222222222221
10/8/2021,0,0
10/9/2021,0,0
10/10/2021,0,0
10/11/2021,0,0
10/12/2021,0,0
10/13/2021,0,0
10/14/2021,0,0
10/15/2021,0,0
10/16/2021,0,0
10/17/2021,0,0
10/18/2021,0,0
10/19/2021,0,0
10/20/2021,0,0
10/21/2021,0,0
10/22/2021,0,0
10/23/2021,0,0
10/24/2021,0,0
10/25/2021,0,0
10/26/2021,0,0
10/27/2021,0,0
10/28/2021,0,0
10/29/2021,0,0
10/30/2021,0,0
10/31/2021,0,0
11/1/2021,0,0
11/2/2021,0,0
11/3/2021,0,0
11/4/2021,0,0
11/5/2021,0,0
11/6/2021,0,0
11/7/2021,0,0
11/8/2021,0,0
11/9/2021,0,0
11/10/2021,0,0
11/11/2021,0,0
11/12/2021,0,0
11/13/2021,0,0
11/14/2021,0,0
11/15/2021,0,0
11/16/2021,0,0
11/17/2021,0,0
11/18/2021,0,0
11/19/2021,0,0
11/20/2021,0,0
11/21/2021,0,0
11/22/2021,0,0
11/23/2021,0,0
11/24/2021,0,0
11/25/2021,0,0
11/26/2021,0,0
11/27/2021,0,0
11/28/2021,0,0
11/29/2021,0,0
11/30/2021,0,0
12/1/2021,0,0
12/2/2021,0,0
12/3/2021,0,0
12/4/2021,0,0
12/5/2021,0,0
12/6/2021,0,0
12/7/2021,0,0
12/8/2021,0,0
12/9/2021,0,0
12/10/2021,0,0
12/11/2021,0,0
12/12/2021,0,0
12/13/2021,0,0
12/14/2021,0,0
12/15/2021,0,0
12/16/2021,0,0
12/17/2021,0,0
12/18/2021,0,0
12/19/2021,0,0
12/20/2021,0,0
12/21/2021,0,0
12/22/2021,0,0
12/23/2021,0,0
12/24/2021,0,0
12/25/2021,0,0
12/26/2021,0,0
12/27/2021,0,0
12/28/2021,0,0
12/29/2021,0,0
12/30/2021,0,0
12/31/2021,0,0
1/1/2022,0,0
1/2/2022,0,0
1/3/2022,0,0
1/4/2022,0,0
1/5/2022,0,0
1/6/2022,0,0
1/7/2022,0,0
1/8/2022,0,0
1/9/2022,0,0
1/10/2022,0,0
1/11/2022,0,0
1/12/2022,0,0
1/13/2022,0,0
1/14/2022,0,0
1/15/2022,0,0
1/16/2022,0,0
1/17/2022,0,0
1/18/2022,0,0
1/19/2022,0,0
1/20/2022,0,0
1/21/2022,0,0
1/22/2022,0,0
1/23/2022,0,0
1/24/2022,0,0
1/25/2022,0,0
1/26/2022,0,0
1/27/2022,0,0
1/28/2022,0,0
1/29/2022,0,0
1/30/2022,0,0
1/31/2022,0,0
2/1/2022,0,0
2/2/2022,0,0
2/3/2022,0,0
2/4/2022,0,0
2/5/2022,0,0
2/6/2022,0,0
2/7/2022,0,0
2/8/2022,0,0
2/9/2022,0,0
2/10/2022,0,0
2/11/2022,0,0
2/12/2022,0,0
2/13/2022,0,0
2/14/2022,0,0
2/15/2022,0,0
2/16/2022,0,0
2/17/2022,0,0
2/18/2022,0,0
2/19/2022,0,0
2/20/2022,0,0
2/21/2022,0,0
2/22/2022,0,0
2/23/2022,0,0
2/24/2022,0,0
2/25/2022,0,0
2/26/2022,0,0
2/27/2022,0,0
2/28/2022,0,0
3/1/2022,0,0
3/2/2022,0,0
3/3/2022,0,0
3/4/2022,0,0
3/5/2022,0,0
3/6/2022,0,0
3/7/2022,0,0
3/8/2022,0,0
3/9/2022,0,0
3/10/2022,0,0
3/11/2022,0,0
3/12/2022,0,0
3/13/2022,0,0
3/14/2022,0,0
3/15/2022,0,0
3/16/2022,0,0
3/17/2022,0,0
3/18/2022,0,0
3/19/2022,0,0
3/20/2022,0,0
3/21/2022,0,0
3/22/2022,0,0
3/23/2022,0,0
3/24/2022,0,0
3/25/2022,0,0
3/26/2022,0,0
3/27/2022,0,0
3/28/2022,0,0
3/29/2022,0,0
3/30/2022,0,0
3/31/2022,0,0
4/1/2022,0,0
4/2/2022,0,0
4/3/2022,0,0
4/4/2022,0,0
4/5/2022,0,0
4/6/2022,0,0
4/7/2022,0,0
4/8/2022,0,0
4/9/2022,0,0
4/10/2022,0,0
4/11/2022,0,0
4/12/2022,0,0
4/13/2022,0,0
4/14/2022,0,0
4/15/2022,0,0
4/16/2022,0,0
4/17/2022,0,0
4/18/2022,0,0
4/19/2022,0,0
4/20/2022,0,0
4/21/2022,0,0
4/22/2022,0,0
4/23/2022,0,0
4/24/2022,0,0
4/25/2022,0,0
4/26/2022,0,0
4/27/2022,0,0
4/28/2022,0,0
4/29/2022,0,0
4/30/2022,0,0
